    10    261.208588     -49.948914   13.3219    0.0409   12.0598    0.0297   10.9935    0.0238   10.3999    0.0247    9.8174    0.0247     8.801     8.164     8.054     0.020     0.040     0.020    10.622        0.40       -6.30        1.70        1.90   0.02606   0.02606   1.00  |  5949553973093167104 261.208614 -49.948932 10.5336 0.0003 11.1752 0.0010 9.7949 0.0012 -2.3510 0.0790 -4.7160 0.0770 1.1372 0.0429 -30.1300 0.4400 0.9469
    11    261.148651     -49.940914   13.3658    0.0409   12.0815    0.0297   10.9989    0.0238   10.4055    0.0247    9.8168    0.0247     8.745     8.181     8.029     0.020     0.040     0.020    10.602       -5.90        0.40        2.20        3.20   0.03243   0.03243   1.00  |  5949565380526332928 261.148671 -49.940912 10.5168 0.0004 11.1672 0.0014 9.7758 0.0007 -1.7540 0.0860 -5.2050 0.0830 1.1235 0.0458 -33.0500 2.3000 0.0000
    12    261.278259     -50.016006   12.1558    0.0409   12.0779    0.0297   11.5291    0.0238       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.01203   0.01203   0.00  |  5949553109770285056 261.278211 -50.016019 11.3868 0.0007 11.6976 0.0011 10.9257 0.0010 -2.5340 0.0910 -4.9440 0.0850 1.1170 0.0446 -31.0600 3.0800 0.9994
    14    261.214630     -49.994312   12.4733    0.0409   12.3347    0.0297   11.7576    0.0238       NaN       NaN       NaN       NaN    10.618    10.366    10.267     0.020     0.030     0.020    11.679       -5.70       -4.90        1.40        2.70   0.01797   0.01797   1.00  |  5949553423337300992 261.214618 -49.994315 11.6436 0.0003 11.9565 0.0014 11.1644 0.0014 -2.7330 0.0850 -5.3140 0.0780 1.1023 0.0419 -28.7100 3.5800 0.0174
    15    261.187164     -49.919239   12.3983    0.0409   12.3383    0.0297   11.8132    0.0238   11.4978    0.0247   11.2485    0.0247    10.745    10.534    10.452     0.030     0.040     0.030    11.796        1.10       -7.30        5.20        7.00   0.03338   0.03338   1.00  |  5949565754159745024 261.187189 -49.919268 11.6988 0.0003 11.9815 0.0013 11.2604 0.0009 -2.4500 0.0920 -5.0080 0.0870 1.0971 0.0594 nan nan 0.9997
    16    261.128815     -49.919346   12.4580    0.0409   12.3578    0.0297   11.9947    0.0238   11.8217    0.0247   11.7026    0.0248    11.351    11.304    11.237     0.020     0.020     0.020    12.043       -5.00       -3.50        1.30        1.50   0.03808   0.03807   1.00  |  5949565616715032576 261.128868 -49.919361 11.9594 0.0002 12.1137 0.0019 11.6897 0.0009 -3.3640 0.0830 -5.2550 0.0780 1.0841 0.0442 nan nan 0.0000
    17    261.118286     -49.966171   12.5693    0.0409   12.5471    0.0297   11.9619    0.0238       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03193   0.03193   1.00  |  5949563967447600128 261.118354 -49.966146 11.8305 0.0003 12.1303 0.0023 11.3746 0.0017 -2.1560 0.1590 -5.5920 0.1820 1.0203 0.0825 -27.9800 3.3100 0.6381
    18    261.187408     -49.932835   12.7743    0.0409   12.6368    0.0297   12.0534    0.0238   11.6976    0.0247   11.4185    0.0248    10.842    10.624    10.536     0.020     0.030     0.020    11.976       -9.10        2.50        2.10        1.60   0.03064   0.03064   1.00  |  5949565719794249728 261.187448 -49.932846 11.9115 0.0003 12.2404 0.0012 11.4260 0.0025 -2.5180 0.1060 -5.1550 0.0850 1.0489 0.0428 -26.4200 4.5400 0.9990
    19    261.183197     -49.911209   12.7176    0.0409   12.6401    0.0297   12.0663    0.0238   11.7305    0.0247   11.4579    0.0248    10.902    10.680    10.601     0.030     0.040     0.030    12.002      -10.40       -1.80        3.20        1.20   0.03529   0.03527   1.00  |  5949565754177849344 261.183209 -49.911234 11.9458 0.0003 12.2551 0.0023 11.4800 0.0011 -1.3230 0.0830 -5.2770 0.0820 1.1014 0.0482 nan nan 0.0000
    20    261.128662     -50.014977   12.7468    0.0409   12.6545    0.0297   12.0553    0.0238       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02627   0.02627   1.00  |  5949563795648917504 261.128684 -50.014937 11.9067 0.0002 12.2279 0.0014 11.4283 0.0010 -2.7070 0.0750 -5.1570 0.0690 1.1167 0.0405 -30.0000 2.7900 0.8530
    21    261.231995     -49.962997   12.8188    0.0409   12.6405    0.0297   12.3708    0.0238   12.2030    0.0247   12.0801    0.0248    11.747    11.657    11.592     0.020     0.030     0.020    12.422       -0.20       -3.80        2.20        1.30   0.02197   0.02197   1.00  |  5949553522087135232 261.231966 -49.963018 12.3335 0.0002 12.4831 0.0020 12.0654 0.0011 -2.1030 0.1570 -4.6830 0.1650 1.0457 0.0719 nan nan 0.0012
    22    261.121948     -49.886127   12.6122    0.0409   12.7051    0.0297   12.0256    0.0238   11.7800    0.0247       NaN       NaN    10.899    10.689    10.558     0.030     0.030     0.020    11.965       -5.70       -6.40        2.50        5.60   0.04490   0.04490   1.00  |  5949566097751362560 261.121975 -49.886158 11.9712 0.0002 12.2684 0.0019 11.4912 0.0050 -2.4170 0.0780 -4.9600 0.0730 1.0836 0.0373 nan nan 0.9997
    23    261.255280     -49.898010   13.0672    0.0409   12.7461    0.0297   11.9420    0.0238   11.4942    0.0247   11.1140    0.0247    10.477    10.148    10.064     0.020     0.020     0.020    11.814        0.90        5.90        3.10        3.50   0.03519   0.03518   0.00  |  5949577573903980544 261.255290 -49.898049 11.7675 0.0004 12.2017 0.0016 11.1871 0.0014 -2.4830 0.1620 -4.6880 0.1740 1.0873 0.0777 nan nan 0.9945
    24    261.140503     -49.919800   12.8048    0.0409   12.7353    0.0297   12.1167    0.0238   11.7587    0.0247   11.4731    0.0248       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03693   0.03693   1.00  |  5949565616715032576 261.140557 -49.919828 11.9791 0.0002 12.3043 0.0010 11.4989 0.0011 -2.3030 0.0800 -4.9440 0.0780 1.0962 0.0448 nan nan 0.9990
    25    261.252472     -49.969223   12.8749    0.0409   12.7348    0.0297   12.1656    0.0238       NaN       NaN       NaN       NaN    11.021    10.805    10.689     0.020     0.020     0.020    12.099       -3.20       -1.80        1.30        1.30   0.01989   0.01988   1.00  |  5949553693885828096 261.252435 -49.969234 12.0453 0.0002 12.3626 0.0012 11.5696 0.0010 -2.6420 0.0840 -5.1040 0.0770 0.9925 0.0418 nan nan 0.9785
    26    261.219116     -49.942032   12.8634    0.0409   12.7360    0.0297   12.1704    0.0238   11.8312    0.0247   11.5535    0.0248    11.028    10.788    10.718     0.020     0.030     0.020    12.096       -5.60        3.40        2.40        2.60   0.02681   0.02681   1.00  |  5949554003123468288 261.219122 -49.942065 12.0405 0.0002 12.3558 0.0016 11.5696 0.0011 -2.1160 0.0980 -4.9720 0.0870 1.0893 0.0526 -30.0900 9.7700 0.9576
    27    261.139374     -49.949139   12.8398    0.0409   12.7621    0.0297   12.2248    0.0238   11.9029    0.0247   11.6442    0.0248    11.103    10.865    10.799     0.020     0.020     0.020    12.146        3.30       -2.60        3.10        1.40   0.03202   0.03201   1.00  |  5949565479276084224 261.139387 -49.949138 12.0907 0.0002 12.3908 0.0016 11.6348 0.0010 -2.6240 0.0840 -4.8280 0.0800 1.0718 0.0449 -23.9900 4.4300 0.9932
    29    261.231110     -49.940140   12.9047    0.0409   12.7865    0.0297   12.2129    0.0238   11.8652    0.0247   11.5818    0.0248    11.050    10.830    10.717     0.020     0.030     0.020    12.157       -4.80       -4.90        1.70        2.00   0.02662   0.02661   1.00  |  5949553934403990528 261.231124 -49.940170 12.0854 0.0002 12.4057 0.0014 11.6085 0.0009 -2.6110 0.0980 -6.3800 0.0880 0.9972 0.0577 -16.8200 4.9800 0.0000
    30    261.186096     -49.917969   12.8496    0.0409   12.7838    0.0297   12.2449    0.0238   11.9115    0.0247   11.6500    0.0248    11.088    10.880    10.794     0.030     0.030     0.020    12.228      -20.50        7.40       17.20       13.50   0.03372   0.03371   1.00  |  5949565758483467264 261.186124 -49.917995 12.1136 0.0009 12.4047 0.0028 11.6599 0.0033 -2.3960 0.0890 -5.8110 0.0790 0.9641 0.0437 -19.3200 8.6100 0.0000
    31    261.226257     -49.938396   13.0173    0.0409   12.8135    0.0297   12.1154    0.0238   11.7119    0.0247   11.3897    0.0248       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02720   0.02720   1.00  |  5949554003123467264 261.226301 -49.938414 11.9543 0.0002 12.3388 0.0015 11.4161 0.0008 -7.6780 0.0850 2.3170 0.0770 3.4352 0.0417 nan nan 0.0000
    32    261.190155     -49.916851   12.8793    0.0409   12.8256    0.0297   12.2805    0.0238   11.9477    0.0247   11.6887    0.0248    11.177    10.956    10.881     0.040     0.060     0.040    12.227       -8.60       -3.10        2.00        3.10   0.03368   0.03368   1.00  |  5949565758483467264 261.190181 -49.916876 12.1549 0.0003 12.4505 0.0015 11.7002 0.0011 -2.4880 0.0930 -4.8860 0.0850 1.0954 0.0525 nan nan 0.9994
    33    261.268951     -50.007561   12.9203    0.0409   12.8501    0.0297   12.4199    0.0238       NaN       NaN       NaN       NaN    11.461    11.265    11.196     0.020     0.030     0.020    12.356       14.00       10.60        4.00        2.50   0.01309   0.01308   0.01  |  5949553217178841088 261.268907 -50.007584 12.3113 0.0005 12.5578 0.0028 11.9085 0.0012 3.3160 0.1630 -3.9050 0.1200 1.3110 0.0539 -1.1200 8.4600 0.0000
    34    261.122681     -49.982334   12.9283    0.0409   12.8633    0.0297   12.2761    0.0238       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02954   0.02954   0.87  |  5949563937416641536 261.122736 -49.982303 12.1374 0.0002 12.4546 0.0018 11.6663 0.0010 -1.9780 0.0810 -5.2540 0.0740 1.0804 0.0434 nan nan 0.0095
    35    261.275970     -49.997204   12.9996    0.0409   12.8695    0.0297   12.2501    0.0238       NaN       NaN       NaN       NaN    11.024    10.756    10.702     0.020     0.030     0.020    12.137       -0.80       -2.30        1.40        1.30   0.01442   0.01441   0.05  |  5949553251538586624 261.275935 -49.997234 12.0961 0.0002 12.4358 0.0013 11.5976 0.0023 -2.7140 0.0860 -5.1700 0.0830 1.0918 0.0436 -34.3600 3.0800 0.8666
    36    261.193237     -49.968357   12.9821    0.0409   12.8649    0.0297   12.3107    0.0238   11.9880    0.0247   11.7141    0.0248    11.175    10.955    10.865     0.020     0.020     0.020    12.222       -5.50       -1.80        1.70        2.20   0.02374   0.02374   1.00  |  5949565307477396480 261.193228 -49.968361 12.1757 0.0002 12.4834 0.0016 11.7080 0.0015 -2.4660 0.0880 -4.9520 0.0840 0.9947 0.0542 nan nan 0.9993
    37    261.211761     -49.903381   14.2958    0.0411   12.9336    0.0297   11.6126    0.0238   10.9385    0.0247   10.3932    0.0247       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03536   0.03536   1.00  |  5949554140566791168 261.211852 -49.903399 11.2623 0.0006 11.9457 0.0021 10.4856 0.0009 -2.6330 0.0830 -2.6450 0.0810 0.8459 0.0454 nan nan 0.0000
    38    261.058624     -49.917770   12.9030    0.0409   12.8840    0.0297   12.3318    0.0238   12.0083    0.0247   11.7498    0.0248       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04570   0.04570   0.99  |  5949566338269537280 261.058706 -49.917728 12.2341 0.0002 12.5146 0.0018 11.7971 0.0012 -2.4680 0.0790 -5.1040 0.0730 0.9913 0.0375 nan nan 0.9993
    39    261.163055     -50.002605   13.0262    0.0409   12.9269    0.0297   12.3869    0.0238       NaN       NaN       NaN       NaN    11.288    11.054    10.978     0.020     0.020     0.020    12.297        2.40       -5.00        4.10        1.50   0.02260   0.02259   0.69  |  5949563658209961984 261.163050 -50.002587 12.2505 0.0002 12.5485 0.0015 11.7996 0.0010 -2.0820 0.0850 -5.1760 0.0780 1.1345 0.0433 -31.4100 6.0300 0.8626
    40    261.276031     -49.932590   13.0047    0.0409   12.9324    0.0297   12.4162    0.0238   12.0885    0.0247   11.8031    0.0248    11.307    11.085    11.012     0.020     0.030     0.020    12.337       -0.60       -4.20        1.70        1.30   0.02717   0.02717   0.02  |  5949553865684512768 261.276060 -49.932627 12.2791 0.0002 12.5748 0.0017 11.8252 0.0009 -3.2910 0.1780 -4.6270 0.1770 1.0232 0.0778 -23.8300 1.7400 0.0000
    41    261.125366     -49.934288   12.9876    0.0409   12.9463    0.0297   12.3796    0.0238   12.0418    0.0247   11.7611    0.0248    11.241    11.024    10.925     0.020     0.030     0.020    12.303       -0.40       -3.80        1.20        1.20   0.03585   0.03585   0.53  |  5949565582355296256 261.125415 -49.934285 12.2516 0.0002 12.5541 0.0014 11.7895 0.0008 -2.4020 0.0830 -4.9010 0.0820 1.0612 0.0471 nan nan 0.9993
    42    261.200928     -49.936363   13.0292    0.0409   12.9443    0.0297   12.4363    0.0238   12.1123    0.0247   11.8502    0.0248    11.267    11.136    11.004     0.990     0.040     0.990    12.343      -10.30      -11.10        2.00        6.80   0.02904   0.02902   0.83  |  5949565719794250752 261.200942 -49.936376 12.3135 0.0002 12.6006 0.0016 11.8630 0.0009 -2.3660 0.0830 -5.4250 0.0790 1.0692 0.0436 -32.4200 1.7300 0.8004
    43    261.175232     -49.884010   12.9731    0.0409   12.9701    0.0297   12.3812    0.0238   12.0625    0.0247   11.7883    0.0248    11.289    11.096    11.021     0.020     0.030     0.020    12.319       -2.80       -9.10        1.90        5.40   0.04150   0.04150   0.02  |  5949565960312409088 261.175251 -49.884027 12.2640 0.0002 12.5480 0.0014 11.8231 0.0012 -2.1260 0.1010 -5.2240 0.0820 1.0292 0.0448 -33.1500 3.1800 0.9689
    45    261.149475     -49.960026   13.0694    0.0409   13.0122    0.0297   12.5256    0.0238   12.1967    0.0247   11.9812    0.0248    11.443    11.244    11.135     0.030     0.030     0.020    12.419        0.50       -2.60        1.90        2.60   0.02929   0.02929   1.00  |  5949565273117657088 261.149472 -49.960025 12.3778 0.0002 12.6581 0.0016 11.9432 0.0011 -2.5610 0.0810 -5.0650 0.0770 1.0155 0.0423 nan nan 0.9983
    46    261.059326     -49.987537   13.0950    0.0409   13.0426    0.0297   12.5270    0.0238       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03750   0.03750   0.95  |  5949564242325511168 261.059402 -49.987498 12.4183 0.0002 12.7051 0.0015 11.9721 0.0008 -2.2180 0.0780 -6.9240 0.0740 0.6558 0.0436 -22.9400 6.4600 0.0000
    47    261.256470     -49.960747       NaN       NaN   13.0680    0.0297   12.3675    0.0238       NaN       NaN       NaN       NaN    11.370    11.170    10.990     0.040     0.060     0.040    12.324       12.60        6.10        9.30        9.60   0.02144   0.02146   0.89  |  5949553728245565440 261.256480 -49.960759 12.4356 0.0002 12.7044 0.0040 11.9778 0.0026 -2.5530 0.1080 -5.2650 0.0900 1.0830 0.0445 nan nan 0.9959
    48    261.096771     -49.980030   13.1181    0.0409   13.0612    0.0297   12.5060    0.0238       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03310   0.03310   0.97  |  5949563898728125440 261.096837 -49.980005 12.3864 0.0002 12.6845 0.0017 11.9298 0.0014 -2.3140 0.0860 -5.1390 0.0750 0.9991 0.0436 nan nan 0.9991
    49    261.277344     -49.942986   13.1183    0.0409   13.0663    0.0297   12.5970    0.0238   12.2877    0.0247   12.0091    0.0248    11.538    11.311    11.193     0.020     0.030     0.020    12.513       -1.80        0.90        1.80        2.10   0.02489   0.02489   0.10  |  5949553870013935616 261.277349 -49.943011 12.4536 0.0003 12.7346 0.0019 12.0125 0.0012 -3.0090 0.1730 -3.9620 0.1870 1.5773 0.0737 nan nan 0.0253
    50    261.193909     -49.943222   13.1803    0.0409   13.1051    0.0297   12.5960    0.0238   12.2809    0.0247   12.0307    0.0248    11.496    11.326    11.235     0.020     0.020     0.020    12.518       -2.80       -2.60        1.90        2.20   0.02819   0.02818   0.88  |  5949565341837129728 261.193939 -49.943248 12.4719 0.0002 12.7547 0.0014 12.0297 0.0012 -2.4360 0.0830 -4.9840 0.0790 1.0203 0.0440 nan nan 0.9996
    51    261.078705     -50.035236   13.1144    0.0409   13.1291    0.0297   12.5733    0.0238       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03290   0.03287   0.16  |  5949563314612581376 261.078727 -50.035178 12.4345 0.0002 12.7304 0.0015 11.9783 0.0008 -2.3440 0.0690 -5.1220 0.0610 1.0132 0.0368 nan nan 0.9994
    53    261.159454     -49.996502   13.2088    0.0409   13.1339    0.0297   12.6306    0.0238       NaN       NaN       NaN       NaN    11.598    11.316    11.287     0.020     0.020     0.020    12.560        2.40       -1.50        1.70        1.30   0.02359   0.02358   0.95  |  5949563726929437696 261.159438 -49.996475 12.5014 0.0002 12.7819 0.0013 12.0646 0.0011 -2.5790 0.0850 -4.8440 0.0780 1.0729 0.0422 nan nan 0.9974
    54    261.188232     -49.895767   13.1851    0.0409   13.1635    0.0297   12.5916    0.0238   12.2653    0.0247   11.9891    0.0248    11.513    11.303    11.223     0.020     0.020     0.020    12.534        3.30       -1.10        3.50        1.50   0.03823   0.03823   0.96  |  5949565891611028480 261.188263 -49.895789 12.4793 0.0002 12.7707 0.0019 12.0301 0.0011 -1.9350 0.2120 -6.2960 0.1970 0.9118 0.0935 nan nan 0.0000
    55    261.137421     -49.938007   13.2813    0.0409   13.2212    0.0297   12.7006    0.0238   12.3856    0.0247   12.1446    0.0248    11.613    11.448    11.365     0.020     0.030     0.020    12.611       -4.90       -0.70        1.90        1.40   0.03403   0.03403   1.00  |  5949565582355297280 261.137466 -49.938017 12.5823 0.0002 12.8635 0.0012 12.1463 0.0012 -2.1640 0.0830 -5.0860 0.0790 1.0312 0.0442 nan nan 0.9907
    56    261.058197     -49.938568   13.2370    0.0409   13.2285    0.0297   12.6878    0.0238   12.3645    0.0247   12.1133    0.0248       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04281   0.04281   0.98  |  5949564860800791552 261.058271 -49.938529 12.5856 0.0002 12.8659 0.0018 12.1491 0.0011 -2.0400 0.0840 -4.6380 0.0810 1.0406 0.0441 nan nan 0.0000
    57    261.166931     -49.883015   13.2245    0.0409   13.2527    0.0297   12.6289    0.0238   12.3019    0.0247   12.0074    0.0248    11.509    11.270    11.203     0.020     0.020     0.020    12.543       -1.10        2.50        2.10        2.80   0.04223   0.04222   0.00  |  5949565960312409088 261.166962 -49.883019 12.4989 0.0002 12.7917 0.0017 12.0465 0.0010 -2.0290 0.0920 -4.5400 0.0870 1.0644 0.0473 nan nan 0.0000
    58    261.230804     -49.897430   13.2725    0.0409   13.2749    0.0297   12.6574    0.0238   12.3216    0.0247   12.0412    0.0248       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03594   0.03594   0.00  |  5949577608263717888 261.230860 -49.897472 12.5517 0.0003 12.8504 0.0024 12.0919 0.0009 -2.1370 0.1640 -5.2950 0.1910 0.9619 0.0877 nan nan 0.9985
    59    261.278076     -49.923599   13.3300    0.0409   13.2671    0.0297   12.8262    0.0238   12.5511    0.0247   12.2795    0.0248    11.831    11.658    11.574     0.020     0.020     0.020    12.776       -3.40       -5.50        1.30        1.30   0.02917   0.02917   0.00  |  5949577333385816064 261.278098 -49.923641 12.7124 0.0003 12.9659 0.0020 12.3034 0.0019 -2.2790 0.2700 -8.4480 0.3220 0.9766 0.1712 nan nan 0.0000
    60    261.041748     -49.974827   13.3210    0.0409   13.2743    0.0297   12.7802    0.0238       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.04095   0.04095   0.79  |  5949564315373808640 261.041824 -49.974785 12.6754 0.0002 12.9511 0.0015 12.2453 0.0012 -2.6100 0.0630 -4.7710 0.0580 1.1358 0.0366 nan nan 0.9478
    61    261.156433     -50.007553   13.3297    0.0409   13.2903    0.0297   12.7677    0.0238       NaN       NaN       NaN       NaN    11.658    11.437    11.324     0.030     0.040     0.030    12.682        4.70       -7.50        3.80        6.60   0.02301   0.02305   0.93  |  5949563623850224640 261.156457 -50.007533 12.6312 0.0002 12.9105 0.0016 12.1919 0.0010 -3.1480 0.1150 -4.8450 0.1260 1.0384 0.0662 -19.5800 10.6300 0.0000
    62    261.113464     -49.924797   13.8836    0.0411   13.3396    0.0297   12.3259    0.0238   11.7912    0.0247   11.3522    0.0248       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.03865   0.03865   1.00  |  5949565651092661248 261.113510 -49.924779 12.0745 0.0002 12.5993 0.0017 11.4143 0.0010 -6.5090 0.0910 -5.0150 0.0880 1.3387 0.0474 -16.8600 0.9900 0.0000
    63    261.196564     -49.991367   13.3861    0.0409   13.3154    0.0297   12.7777    0.0238   12.4717    0.0247   12.1955    0.0248       NaN       NaN       NaN       NaN       NaN       NaN       NaN         NaN         NaN         NaN         NaN   0.02006   0.02005   1.00  |  5949553423337313280 261.196540 -49.991366 12.6552 0.0002 12.9511 0.0013 12.2000 0.0009 -2.4790 0.0900 -5.2160 0.0790 1.0827 0.0429 nan nan 0.9980
    65    261.187775     -50.014534   13.3525    0.0409   13.3221    0.0297   12.8143    0.0238       NaN       NaN       NaN       NaN    11.766    11.591    11.529     0.020     0.020     0.020    12.755        0.40       -1.40        5.20        2.10   0.01877   0.01876   0.80  |  5949551907179442176 261.187730 -50.014537 12.6987 0.0002 12.9691 0.0015 12.2718 0.0010 -2.1450 0.0990 -5.0420 0.0880 1.0810 0.0450 nan nan 0.9917
    66    261.085114     -49.893883   13.2799    0.0409   13.3517    0.0297   12.7333    0.0238   12.4143    0.0247       NaN       NaN    11.665    11.478    11.368     0.020     0.030     0.020    12.680       -8.30       -0.30        1.70        1.20   0.04682   0.04682   1.00  |  5949566441348747264 261.085175 -49.893905 12.6360 0.0002 12.9184 0.0018 12.1960 0.0017 -2.2360 0.0880 -5.1620 0.0860 1.0468 0.0555 -32.7100 15.2000 0.9982
    67    261.212189     -49.955185   13.4865    0.0409   13.3916    0.0297   12.8603    0.0238   12.5443    0.0247   12.2764    0.0248    11.773    11.543    11.444     0.020     0.020     0.020    12.786        0.80       -0.70        2.30        1.70   0.02466   0.02465   1.00  |  5949553595136037888 261.212191 -49.955205 12.7399 0.0002 13.0315 0.0025 12.2823 0.0011 -2.7270 0.2760 -4.7690 0.3330 1.2021 0.1703 nan nan 1.0000
    68    261.144135     -49.880047   13.2838    0.0409   13.4090    0.0297   12.7199    0.0238   12.4120    0.0247   12.1290    0.0248    11.638    11.424    11.353     0.020     0.030     0.020    12.640       -1.70       -3.50        1.30        1.90   0.04440   0.04440   1.00  |  5949566136440639488 261.144192 -49.880049 12.6085 0.0002 12.8869 0.0015 12.1594 0.0012 -2.4830 0.0850 -4.8080 0.0800 1.0055 0.0451 nan nan 0.9962
